Type,Class,Sets,Piece,Armor,Toughness,Initiative,Wounds,Weapon Skill,Strength,Intelligence,Willpower,Ballistic skill,Spiritual Resistance,Elemental Resistance,Corporeal Resistance,Item bonus 1,Item bonus 2,Item bonus 3,Level,Renown Rank,Talisman slot,Special slot,,Helm,Shoulders,Body,Gloves,Belt,Boots,Cloak,"Jewelry
(left)","Jewelry
(right)",Pocket,,Item bonus 1 check,Item bonus 2 check,Item bonus 3 check
Armor,BG,Annihilator,Shoulders,636,12,0,18,0,25,0,0,0,0,0,0,+1% Reduction in being Critically Hit,-,-,35,37,1,0,,,Annihilator,,,,,,,,,,Reduction in being Critically Hit,0,0
Jewelry,BG,Beastlord,BL Jewelry,0,0,0,0,13,24,0,0,0,60,60,64,+1 AP Per Second,-,-,40,0,0,0,,,,,,,,,,,,,AP Per Second,0,0
Armor,BG,Beastlord,Body,675,14,0,30,15,0,0,0,0,30,0,30,-,-,-,40,0,1,0,,,,Beastlord,,,,,,,,,0,0,0
Armor,BG,Beastlord,Cloak,0,0,0,32,24,0,0,0,0,72,84,72,-,-,-,40,0,1,0,,,,,,,,Beastlord,,,,,0,0,0
Armor,BG,Beastlord,Helm,609,20,0,0,12,20,0,0,0,0,25,30,-,-,-,40,0,1,0,,Beastlord,,,,,,,,,,,0,0,0
Pocket,BG,Beastlord,Pocket,0,0,0,0,0,0,0,0,0,0,0,0,On Use: Increases AP Regeneration for 15s on all party members,-,-,40,0,0,0,,,,,,,,,,,Beastlord,,0,0,0
Armor,BG,Beastlord,Shoulders,609,0,0,14,14,24,0,0,0,0,30,25,-,-,-,40,0,1,0,,,Beastlord,,,,,,,,,,0,0,0
Armor,BG,Bloodlord,Belt,0,0,12,16,0,22,0,0,0,91,91,91,+1% Disrupt,+2% Parry,-,40,,0,0,,,,,,Bloodlord,,,,,,,Disrupt,Parry,0
Armor,BG,Bloodlord,Body,876,21,0,16,22,31,0,0,0,0,0,0,-,-,-,40,,1,0,,,,Bloodlord,,,,,,,,,0,0,0
Armor,BG,Bloodlord,Boots,663,0,14,14,0,27,0,0,0,0,0,0,+2% Dodge,-,-,40,,1,0,,,,,,,Bloodlord,,,,,,Dodge,0,0
Armor,BG,Bloodlord,Cloak,0,0,12,16,0,30,0,0,0,91,91,91,+1% Melee Critical Chance,-,-,40,,0,0,,,,,,,,Bloodlord,,,,,Melee Critical Chance,0,0
Armor,BG,Bloodlord,Gloves,663,0,15,14,13,25,0,0,0,0,0,0,-,-,-,40,,1,0,,,,,Bloodlord,,,,,,,,0,0,0
Armor,BG,Bloodlord,Helm,771,0,10,20,0,28,0,0,0,0,0,0,+2% Reduction in being Critically Hit,-,-,40,,1,0,,Bloodlord,,,,,,,,,,,Reduction in being Critically Hit,0,0
Armor,BG,Bloodlord,Shoulders,771,0,18,19,0,29,0,0,0,0,0,0,+2% Parry,-,-,40,,1,0,,,Bloodlord,,,,,,,,,,Parry,0,0
Jewelry,BG,Bloodmoon,Jewelry,0,0,10,10,10,31,0,0,0,79,78,78,-,-,-,63,0,0,0,,,,,,,,,,,,,0,0,0
Armor,BG,Conqueror,Belt,0,18,24,12,0,6,0,0,0,83,77,83,-,-,-,40,42,0,0,,,,,,Conqueror,,,,,,,0,0,0
Armor,BG,Conqueror,Body,751,33,0,0,13,19,0,0,0,0,0,0,+3 AP Per Second,-,-,40,45,1,0,,,,Conqueror,,,,,,,,,AP Per Second,0,0
Armor,BG,Conqueror,Boots,588,16,0,24,10,0,0,0,0,0,0,0,+2% Block,-,-,40,40,1,0,,,,,,,Conqueror,,,,,,Block,0,0
Armor,BG,Conqueror,Gloves,588,15,0,0,25,8,0,0,0,0,0,0,+2% Parry,-,-,40,41,1,0,,,,,Conqueror,,,,,,,,Parry,0,0
Armor,BG,Conqueror,Helm,675,30,17,10,0,0,0,0,0,0,0,0,+2% Disrupt,-,-,40,44,1,0,,Conqueror,,,,,,,,,,,Disrupt,0,0
Armor,BG,Conqueror,Shoulders,675,29,0,12,0,16,0,0,0,0,0,0,+2% Reduced Armor Penetration,-,-,40,43,1,0,,,Conqueror,,,,,,,,,,Reduced Armor Penetration,0,0
Armor,BG,Dominator,Belt,0,6,0,12,18,0,0,0,0,83,77,83,+36 Melee Power,-,-,40,42,0,0,,,,,,Dominator,,,,,,,Melee Power,0,0
Armor,BG,Dominator,Body,765,19,0,0,13,33,0,0,0,0,0,0,+3 AP Per Second,-,-,40,45,1,0,,,,Dominator,,,,,,,,,AP Per Second,0,0
Armor,BG,Dominator,Boots,588,10,0,14,0,16,0,0,0,0,0,0,+2% Melee Critical Chance,-,-,40,40,1,0,,,,,,,Dominator,,,,,,Melee Critical Chance,0,0
Armor,BG,Dominator,Gloves,588,0,8,0,25,15,0,0,0,0,0,0,+2% Reduced Chance to be Parried,-,-,40,41,1,0,,,,,Dominator,,,,,,,,Reduced Chance to be Parried,0,0
Armor,BG,Dominator,Helm,675,0,0,10,17,30,0,0,0,0,0,0,+2% Reduced Chance to be Blocked,-,-,40,44,1,0,,Dominator,,,,,,,,,,,Reduced Chance to be Blocked,0,0
Armor,BG,Dominator,Shoulders,675,0,0,12,29,18,0,0,0,0,0,0,+10% Auto Attack Haste,-,-,40,43,1,0,,,Dominator,,,,,,,,,,Auto Attack Haste,0,0
Jewelry,BG,Genesis Everlasting,Aspect,0,24,24,0,0,0,0,0,0,64,64,64,-,-,-,36,0,0,0,,,,,,,,,,,,,0,0,0
Armor,BG,Genesis Everlasting,Cloak,0,28,0,0,0,0,0,0,0,53,53,53,+4 AP Per Second,-,-,36,0,0,0,,,,,,,,Genesis Everlasting,,,,,AP Per Second,0,0
Jewelry,BG,Genesis Everlasting,Fragment,0,0,0,14,0,0,0,0,0,53,53,53,+3% Block,-,-,36,0,0,0,,,,,,,,,,,,,Block,0,0
Jewelry,BG,Genesis Everlasting,Remnant,0,24,0,24,0,0,0,0,0,64,64,64,-,-,-,36,0,0,0,,,,,,,,,,,,,0,0,0
Jewelry,BG,Genesis Everlasting,Shard,0,0,0,0,0,0,0,0,0,55,55,55,+2% Dodge,+2% Disrupt,-,36,0,0,0,,,,,,,,,,,,,Dodge,Disrupt,0
Jewelry,BG,Genesis Undying,Aspect,0,24,24,0,0,0,0,0,0,64,64,64,-,-,-,36,0,0,0,,,,,,,,,,,,,0,0,0
Armor,BG,Genesis Undying,Cloak,0,28,0,0,0,0,0,0,0,53,53,53,+4 AP Per Second,-,-,36,0,0,0,,,,,,,,Genesis Undying,,,,,AP Per Second,0,0
Jewelry,BG,Genesis Undying,Fragment,0,0,0,14,0,0,0,0,0,53,53,53,+3% Parry,-,-,36,0,0,0,,,,,,,,,,,,,Parry,0,0
Jewelry,BG,Genesis Undying,Remnant,0,24,0,24,0,0,0,0,0,64,64,64,-,-,-,36,0,0,0,,,,,,,,,,,,,0,0,0
Jewelry,BG,Genesis Undying,Shard,0,0,0,0,0,0,0,0,0,55,55,55,+2% Dodge,+2% Disrupt,-,36,0,0,0,,,,,,,,,,,,,Dodge,Disrupt,0
Jewelry,BG,Genesis Warrior,Aspect,0,0,24,0,0,0,0,0,0,64,64,64,+36 Melee Power,-,-,36,0,0,0,,,,,,,,,,,,,Melee Power,0,0
Armor,BG,Genesis Warrior,Cloak,0,0,0,0,0,28,0,0,0,53,53,53,+4 AP Per Second,-,-,36,0,0,0,,,,,,,,Genesis Warrior,,,,,AP Per Second,0,0
Jewelry,BG,Genesis Warrior,Fragment,0,0,0,0,0,14,0,0,0,53,53,53,+3% Parry,-,-,36,0,0,0,,,,,,,,,,,,,Parry,0,0
Jewelry,BG,Genesis Warrior,Remnant,0,0,0,24,0,24,0,0,0,64,64,64,-,-,-,36,0,0,0,,,,,,,,,,,,,0,0,0
Jewelry,BG,Genesis Warrior,Shard,0,0,0,0,0,0,0,0,0,55,55,55,+2% Dodge,+2% Disrupt,-,36,0,0,0,,,,,,,,,,,,,Dodge,Disrupt,0
Jewelry,BG,Gunbad Amber,Exquisite,0,0,0,12,30,0,0,0,0,55,55,55,+2% Reduced Chance to be Parried,-,-,40,0,0,0,,,,,,,,,,,,,Reduced Chance to be Parried,0,0
Jewelry,BG,Gunbad Amber,Rough,0,0,12,0,28,0,0,0,0,52,52,52,+2% Parry,-,-,40,0,0,0,,,,,,,,,,,,,Parry,0,0
Jewelry,BG,Gunbad Diamond,Exquisite,0,0,12,30,0,0,0,0,0,55,55,55,+3% Reduction in being Critically Hit,-,-,40,0,0,0,,,,,,,,,,,,,Reduction in being Critically Hit,0,0
Jewelry,BG,Gunbad Diamond,Rough,0,12,0,28,0,0,0,0,0,52,52,52,+2% Block,-,-,40,0,0,0,,,,,,,,,,,,,Block,0,0
Jewelry,BG,Gunbad Emerald,Exquisite,0,0,12,0,0,0,0,30,0,55,55,55,+12 Healing Power,-,-,40,0,0,0,,,,,,,,,,,,,Healing Power,0,0
Jewelry,BG,Gunbad Emerald,Rough,0,0,0,0,0,0,12,28,0,52,52,52,+2% Dodge,-,-,40,0,0,0,,,,,,,,,,,,,Dodge,0,0
Jewelry,BG,Gunbad Jet,Exquisite,0,0,12,0,0,0,30,0,0,55,55,55,+2% Reduced Chance to be Disrupted,-,-,40,0,0,0,,,,,,,,,,,,,Reduced Chance to be Disrupted,0,0
Jewelry,BG,Gunbad Jet,Rough,0,0,0,12,0,0,28,0,0,52,52,52,+2% Disrupt,-,-,40,0,0,0,,,,,,,,,,,,,Disrupt,0,0
Jewelry,BG,Gunbad Ruby,Exquisite,0,0,12,0,0,30,0,0,0,55,55,55,+2% Reduced Chance to be Blocked,-,-,40,0,0,0,,,,,,,,,,,,,Reduced Chance to be Blocked,0,0
Jewelry,BG,Gunbad Ruby,Rough,0,0,0,12,0,28,0,0,0,52,52,52,+2% Parry,-,-,40,0,0,0,,,,,,,,,,,,,Parry,0,0
Armor,BG,Imperator,Helm,710,0,0,12,24,28,0,0,0,0,0,0,+5% Auto Attack Haste,+1% reduced Chance to be Parried,-,40,0,1,0,,Imperator,,,,,,,,,,,Auto Attack Haste,Reduced Chance to be Parried,0
Armor,BG,Imperator,Shoulders,710,12,0,0,29,23,0,0,0,0,0,0,+5% Auto Attack Haste,+1% reduced Chance to be Parried,-,40,0,1,0,,,Imperator,,,,,,,,,,Auto Attack Haste,Reduced Chance to be Parried,0
Armor,BG,Invader,Belt,0,18,0,0,0,12,0,0,0,91,91,91,+2% Dodge,+2% Disrupt,-,40,60,0,0,,,,,,Invader,,,,,,,Dodge,Disrupt,0
Armor,BG,Invader,Body,876,24,0,18,14,28,0,0,0,0,0,0,+1 AP Per Second,-,-,40,63,1,0,,,,Invader,,,,,,,,,AP Per Second,0,0
Armor,BG,Invader,Boots,663,18,20,0,17,0,0,0,0,0,0,0,+2% Reduced Armor Penetration,-,-,40,61,1,0,,,,,,,Invader,,,,,,Reduced Armor Penetration,0,0
Armor,BG,Invader,Gloves,663,20,0,13,0,16,0,0,0,0,0,0,+3% Reduced Chance to be Parried,-,-,40,61,1,0,,,,,Invader,,,,,,,,Reduced Chance to be Parried,0,0
Armor,BG,Invader,Helm,771,24,16,18,0,0,0,0,0,0,0,0,+4 Morale Per Second,-,-,40,62,1,0,,Invader,,,,,,,,,,,Morale Per Second,0,0
Jewelry,BG,Invader,Inv Jewelry,0,0,12,27,0,0,0,0,0,79,78,78,+2% Block,+2 AP Per Second,-,40,63,0,0,,,,,,,,,,,,,Block,AP Per Second,0
Armor,BG,Invader,Shoulders,771,26,18,16,0,0,0,0,0,0,0,0,+3% Block,-,-,40,62,1,0,,,Invader,,,,,,,,,,Block,0,0
Armor,BG,Mercenary,Body,708,12,0,17,0,30,0,0,0,0,0,0,+3 AP Per Second,-,-,35,39,1,0,,,,Mercenary,,,,,,,,,AP Per Second,0,0
Armor,BG,Mercenary,Boots,549,10,13,0,21,0,0,0,0,0,0,0,+2% Dodge,-,-,35,35,1,0,,,,,,,Mercenary,,,,,,Dodge,0,0
Armor,BG,Mercenary,Gloves,549,11,0,14,9,23,0,0,0,0,0,0,-,-,-,35,36,1,0,,,,,Mercenary,,,,,,,,0,0,0
Armor,BG,Mercenary,Helm,636,13,0,0,15,25,0,0,0,0,0,0,+2% Disrupt,-,-,35,38,1,0,,Mercenary,,,,,,,,,,,Disrupt,0,0
Armor,BG,Mercenary,Shoulders,636,12,0,18,23,0,0,0,0,0,0,0,+3% Reduced Chance to be Parried,-,-,35,37,1,0,,,Mercenary,,,,,,,,,,Reduced Chance to be Parried,0,0
Armor,BG,Onslaught,Body,777,16,0,25,0,22,0,0,0,0,0,0,+72 Hit Points Every four Seconds,-,-,40,32,1,0,,,,Onslaught,,,,,,,,,Hit Points Every four Seconds,0,0
Armor,BG,Onslaught,Boots,609,14,18,18,0,0,0,0,0,0,0,0,+2% Block,-,-,40,32,1,0,,,,,,,Onslaught,,,,,,Block,0,0
Armor,BG,Onslaught,Gloves,609,12,12,16,0,24,0,0,0,0,0,0,-,-,-,40,32,1,0,,,,,Onslaught,,,,,,,,0,0,0
Armor,BG,Onslaught,Helm,693,18,0,27,0,16,0,0,0,0,0,0,+1% Reduction in being Critically Hit,-,-,40,32,1,0,,Onslaught,,,,,,,,,,,Reduction in being Critically Hit,0,0
Armor,BG,Onslaught,Shoulders,693,20,0,16,0,23,0,0,0,0,0,0,+2% Disrupt,-,-,40,32,1,0,,,Onslaught,,,,,,,,,,Disrupt,0,0
Armor,BG,Oppressor,Belt,0,0,20,12,0,24,0,0,0,87,86,86,+2% Melee Critical Chance,-,-,40,55,0,0,,,,,,Oppressor,,,,,,,Melee Critical Chance,0,0
Armor,BG,Oppressor,Body,822,0,0,17,20,36,0,0,0,0,0,0,+2% Reduced Armor Penetration,-,-,40,58,1,0,,,,Oppressor,,,,,,,,,Reduced Armor Penetration,0,0
Armor,BG,Oppressor,Boots,623,0,10,13,0,20,0,0,0,0,0,0,+2% Melee Critical Chance,-,-,40,56,1,0,,,,,,,Oppressor,,,,,,Melee Critical Chance,0,0
Armor,BG,Oppressor,Gloves,623,0,0,14,17,20,0,0,0,0,0,0,+2% Reduced Chance to be Parried,-,-,40,56,1,0,,,,,Oppressor,,,,,,,,Reduced Chance to be Parried,0,0
Armor,BG,Oppressor,Helm,723,0,0,13,17,32,0,0,0,0,0,0,+2% Parry,-,-,40,57,1,0,,Oppressor,,,,,,,,,,,Parry,0,0
Armor,BG,Oppressor,Shoulders,723,0,0,23,11,20,0,0,0,0,0,0,+20 Melee Power,-,-,40,57,1,0,,,Oppressor,,,,,,,,,,Melee Power,0,0
Armor,BG,Overlord,Helm,710,28,14,10,0,12,0,0,0,0,0,0,+2% Reduction in being Critically Hit,-,-,40,0,1,0,,Overlord,,,,,,,,,,,Reduction in being Critically Hit,0,0
Armor,BG,Overlord,Shoulders,710,28,0,10,14,12,0,0,0,0,0,0,+2% Reduced Armor Penetration,-,-,40,0,1,0,,,Overlord,,,,,,,,,,Reduced Armor Penetration,0,0
Armor,BG,Rare Fortune,Body,720,22,0,27,0,12,0,0,0,0,0,0,+3 AP Per Second,-,-,39,0,1,0,,,,Rare Fortune,,,,,,,,,AP Per Second,0,0
Armor,BG,Rare Fortune,Boots,570,24,13,14,0,0,0,0,0,0,0,0,+2% Dodge,-,-,37,0,1,0,,,,,,,Rare Fortune,,,,,,Dodge,0,0
Armor,BG,Rare Fortune,Gloves,570,19,12,6,0,21,0,0,0,0,0,0,-,-,-,37,0,1,0,,,,,Rare Fortune,,,,,,,,0,0,0
Armor,BG,Rare Fortune,Helm,645,12,18,20,0,17,0,0,0,0,0,0,-,-,-,38,0,1,0,,Rare Fortune,,,,,,,,,,,0,0,0
Armor,BG,Rare Fortune,Shoulders,645,18,19,18,0,0,0,0,0,0,0,0,+2% Reduced Armor Penetration,-,-,39,0,1,0,,,Rare Fortune,,,,,,,,,,Reduced Armor Penetration,0,0
Armor,BG,Redeye,Body,720,28,0,0,17,18,0,0,0,0,0,0,+3 AP Per Second,-,-,40,0,1,0,,,,Redeye,,,,,,,,,AP Per Second,0,0
Armor,BG,Redeye,Boots,570,17,16,15,0,0,0,0,0,0,0,0,+1% Reduction in being Critically Hit,-,-,40,0,1,0,,,,,,,Redeye,,,,,,Reduction in being Critically Hit,0,0
Armor,BG,Redeye,Cloak,0,21,0,21,0,17,0,0,0,91,76,73,-,-,-,40,0,0,0,,,,,,,,Redeye,,,,,0,0,0
Armor,BG,Redeye,Gloves,570,12,12,13,0,21,0,0,0,0,0,0,-,-,-,40,0,1,0,,,,,Redeye,,,,,,,,0,0,0
Armor,BG,Redeye,Helm,645,14,0,27,13,22,0,0,0,0,0,0,-,-,-,40,0,1,0,,Redeye,,,,,,,,,,,0,0,0
Armor,BG,Redeye,Shoulders,645,20,0,22,13,0,0,0,0,0,0,0,+2% Reduced Armor Penetration,-,-,40,0,1,0,,,Redeye,,,,,,,,,,Reduced Armor Penetration,0,0
Armor,BG,Sentinel,Belt,0,18,0,12,9,24,0,0,0,80,90,95,-,-,-,40,0,0,0,,,,,,Sentinel,,,,,,,0,0,0
Armor,BG,Sentinel,Body,777,35,0,0,17,19,0,0,0,0,0,0,+60 Hit Points Every four Seconds,-,-,40,0,1,0,,,,Sentinel,,,,,,,,,Hit Points Every four Seconds,0,0
Armor,BG,Sentinel,Boots,609,27,0,8,15,0,0,0,0,0,0,0,+2% Parry,-,-,40,0,1,0,,,,,,,Sentinel,,,,,,Parry,0,0
Armor,BG,Sentinel,Gloves,609,15,0,0,23,10,0,0,0,0,0,0,+21 Melee Power,-,-,40,0,1,0,,,,,Sentinel,,,,,,,,Melee Power,0,0
Armor,BG,Sentinel,Helm,693,27,0,10,0,14,0,0,0,0,0,0,+2% Reduction in being Critically Hit,-,-,40,0,1,0,,Sentinel,,,,,,,,,,,Reduction in being Critically Hit,0,0
Jewelry,BG,Sentinel,Sent Jewelry,0,0,0,0,17,27,0,0,0,70,70,71,+3 AP Per Second,-,-,40,0,1,1,,,,,,,,,,,,,AP Per Second,0,0
Armor,BG,Sentinel,Shoulders,693,17,12,30,0,0,0,0,0,0,0,0,+2% Disrupt,-,-,40,0,1,0,,,Sentinel,,,,,,,,,,Disrupt,0,0
Armor,BG,Sov Main,Belt,0,24,0,20,0,10,0,0,0,102,101,101,+2% Disrupt,-,-,40,75,0,0,,,,,,Sov Main,,,,,,,Disrupt,0,0
Armor,BG,Sov Main,Body,1002,24,0,24,17,20,0,0,0,0,0,0,+2 AP Per Second,+1% Reduced Armor Penetration,-,40,78,1,0,,,,Sov Main,,,,,,,,,AP Per Second,Reduced Armor Penetration,0
Armor,BG,Sov Main,Boots,741,24,22,0,20,0,0,0,0,0,0,0,+40 Hit Points Every four Seconds,-,-,40,76,1,0,,,,,,,Sov Main,,,,,,Hit Points Every four Seconds,0,0
Armor,BG,Sov Main,Cloak,0,21,25,0,0,20,0,0,0,101,101,102,+2% Block,+0% Parry,+0% Parry,40,75,1,0,,,,,,,,Sov Main,,,,,Block,Parry,Parry
Armor,BG,Sov Main,Gloves,741,26,0,20,0,20,0,0,0,0,0,0,+2% Reduction in being Critically Hit,-,-,40,76,1,0,,,,,Sov Main,,,,,,,,Reduction in being Critically Hit,0,0
Armor,BG,Sov Main,Helm,888,31,20,20,0,0,0,0,0,0,0,0,+4 Morale Per Second,-,-,40,77,1,0,,Sov Main,,,,,,,,,,,Morale Per Second,0,0
Jewelry,BG,Sov Main,Jewelry,0,22,15,22,0,0,0,0,0,87,87,86,+2 AP Per Second,-,-,40,78,0,0,,,,,,,,,,,,,AP Per Second,0,0
Armor,BG,Sov Main,Shoulders,888,31,21,21,0,0,0,0,0,0,0,0,+3% Block,+0% Parry,+0% Parry,40,77,1,0,,,Sov Main,,,,,,,,,,Block,Parry,Parry
Armor,BG,Sov Off,Belt,0,27,0,0,27,0,0,0,0,102,101,101,+2% Dodge,+2% Parry,-,40,75,0,0,,,,,,Sov Off,,,,,,,Dodge,Parry,0
Armor,BG,Sov Off,Body,1002,40,0,21,0,24,0,0,0,0,0,0,+4 AP Per Second,-,-,40,78,1,0,,,,Sov Off,,,,,,,,,AP Per Second,0,0
Armor,BG,Sov Off,Boots,741,27,0,19,0,22,0,0,0,0,0,0,+2 AP Per Second,-,-,40,76,1,0,,,,,,,Sov Off,,,,,,AP Per Second,0,0
Armor,BG,Sov Off,Cloak,0,30,0,18,0,18,0,0,0,101,101,102,+2% Disrupt,-,-,40,75,1,0,,,,,,,,Sov Off,,,,,Disrupt,0,0
Armor,BG,Sov Off,Gloves,741,18,0,0,18,22,0,0,0,0,0,0,+2% Reduction in being Critically Hit,-,-,40,76,1,0,,,,,Sov Off,,,,,,,,Reduction in being Critically Hit,0,0
Armor,BG,Sov Off,Helm,888,27,0,17,0,23,0,0,0,0,0,0,+4% Reduced Armor Penetration,-,-,40,77,1,0,,Sov Off,,,,,,,,,,,Reduced Armor Penetration,0,0
Jewelry,BG,Sov Off,Jewelry,0,30,13,0,0,15,0,0,0,87,87,86,+2 Morale Per Second,-,-,40,78,0,0,,,,,,,,,,,,,Morale Per Second,0,0
Armor,BG,Sov Off,Shoulders,888,28,20,31,0,0,0,0,0,0,0,0,+64 Hit Points Every four Seconds,+2 Morale Per Second,-,40,77,1,0,,,Sov Off,,,,,,,,,,Hit Points Every four Seconds,Morale Per Second,0
Jewelry,BG,The Winds,Band,0,4,12,0,0,0,0,0,0,178,104,89,-,-,-,35,0,0,0,,,,,,,,,,,,,0,0,0
Jewelry,BG,The Winds,Chain,0,4,0,0,12,0,0,0,0,104,89,178,-,-,-,35,0,0,0,,,,,,,,,,,,,0,0,0
Jewelry,BG,The Winds,Seal,0,4,12,0,0,0,0,0,0,89,178,104,-,-,-,35,0,0,0,,,,,,,,,,,,,0,0,0
Armor,BG,Triumphant,Belt,0,12,0,22,0,25,0,0,0,94,94,94,+2% Reduction in being Critically Hit,-,-,40,65,0,,,,,,,Triumphant,,,,,,,Reduction in being Critically Hit,0,0
Armor,BG,Triumphant,Body,924,15,20,40,0,0,0,0,0,0,0,0,+2% Reduction in being Critically Hit,-,-,40,68,1,,,,,Triumphant,,,,,,,,,Reduction in being Critically Hit,0,0
Armor,BG,Triumphant,Boots,705,20,0,21,0,18,0,0,0,0,0,0,+2% Disrupt,-,-,40,66,1,,,,,,,,Triumphant,,,,,,Disrupt,0,0
Armor,BG,Triumphant,Cloak,0,21,18,10,0,10,0,0,0,94,94,94,-,-,-,40,65,1,,,,,,,,,Triumphant,,,,,0,0,0
Armor,BG,Triumphant,Gloves,705,20,16,17,0,0,0,0,0,0,0,0,+3% Parry,-,-,40,66,1,,,,,,Triumphant,,,,,,,,Parry,0,0
Armor,BG,Triumphant,Helm,825,37,16,18,0,0,0,0,0,0,0,0,+2% Dodge,-,-,40,67,1,,,Triumphant,,,,,,,,,,,Dodge,0,0
Armor,BG,Triumphant,Shoulders,825,26,0,20,0,20,0,0,0,0,0,0,+3% Block,-,-,40,67,1,,,,Triumphant,,,,,,,,,,Block,0,0
Armor,BG,Vanquisher,Belt,0,8,0,22,0,22,0,0,0,87,86,86,+2% Reduction in being Critically Hit,-,-,40,55,0,0,,,,,,Vanquisher,,,,,,,Reduction in being Critically Hit,0,0
Armor,BG,Vanquisher,Body,822,15,15,35,0,0,0,0,0,0,0,0,+2% Reduction in being Critically Hit,-,-,40,58,1,0,,,,Vanquisher,,,,,,,,,Reduction in being Critically Hit,0,0
Armor,BG,Vanquisher,Boots,623,16,0,17,0,18,0,0,0,0,0,0,+2% Dodge,-,-,40,56,1,0,,,,,,,Vanquisher,,,,,,Dodge,0,0
Armor,BG,Vanquisher,Gloves,623,18,16,17,0,0,0,0,0,0,0,0,+2% Parry,-,-,40,56,1,0,,,,,Vanquisher,,,,,,,,Parry,0,0
Armor,BG,Vanquisher,Helm,723,34,13,15,0,0,0,0,0,0,0,0,+2% Disrupt,-,-,40,57,1,0,,Vanquisher,,,,,,,,,,,Disrupt,0,0
Armor,BG,Vanquisher,Shoulders,723,26,0,20,0,16,0,0,0,0,0,0,+2% Block,-,-,40,57,1,0,,,Vanquisher,,,,,,,,,,Block,0,0
Armor,BG,Victorious,Belt,0,0,20,17,0,26,0,0,0,94,94,94,+2% Melee Critical Chance,-,-,40,65,0,,,,,,,Victorious,,,,,,,Melee Critical Chance,0,0
Armor,BG,Victorious,Body,924,0,0,17,20,40,0,0,0,0,0,0,+3% Reduced Armor Penetration,-,-,40,68,1,,,,,Victorious,,,,,,,,,Reduced Armor Penetration,0,0
Armor,BG,Victorious,Boots,705,0,14,17,0,20,0,0,0,0,0,0,+2% Melee Critical Chance,-,-,40,66,1,,,,,,,,Victorious,,,,,,Melee Critical Chance,0,0
Armor,BG,Victorious,Cloak,0,10,10,18,0,21,0,0,0,94,94,94,-,-,-,40,65,1,,,,,,,,,Victorious,,,,,0,0,0
Armor,BG,Victorious,Gloves,705,0,0,14,17,22,0,0,0,0,0,0,+3% Reduced Chance to be Parried,-,-,40,66,1,,,,,,Victorious,,,,,,,,Reduced Chance to be Parried,0,0
Armor,BG,Victorious,Helm,825,0,0,16,20,35,0,0,0,0,0,0,+2% Parry,-,-,40,67,1,,,Victorious,,,,,,,,,,,Parry,0,0
Armor,BG,Victorious,Shoulders,825,0,0,28,21,20,0,0,0,0,0,0,+20 Melee Power,-,-,40,67,1,,,,Victorious,,,,,,,,,,Melee Power,0,0
Armor,BG,Warlord,Belt,0,0,23,16,0,15,0,0,0,102,101,101,+2% Disrupt,-,-,40,70,0,0,,,,,,Warlord,,,,,,,Disrupt,0,0
Armor,BG,Warlord,Body,969,24,10,24,17,10,0,0,0,0,0,0,+80 Hit Points Every four Seconds,-,-,40,73,1,0,,,,Warlord,,,,,,,,,Hit Points Every four Seconds,0,0
Armor,BG,Warlord,Boots,723,30,0,14,18,0,0,0,0,0,0,0,+40 Hit Points Every four Seconds,+2% Parry,-,40,71,1,0,,,,,,,Warlord,,,,,,Hit Points Every four Seconds,Parry,0
Armor,BG,Warlord,Cloak,0,25,21,10,0,10,0,0,0,101,101,102,+2% Parry,-,-,40,70,1,0,,,,,,,,Warlord,,,,,Parry,0,0
Armor,BG,Warlord,Gloves,723,18,0,0,30,14,0,0,0,0,0,0,+1% Reduction in being Critically Hit,+1% Reduced Armor Penetration,-,40,71,1,0,,,,,Warlord,,,,,,,,Reduction in being Critically Hit,Reduced Armor Penetration,0
Armor,BG,Warlord,Helm,858,34,0,16,0,21,0,0,0,0,0,0,+2% Reduction in being Critically Hit,-,-,40,72,1,0,,Warlord,,,,,,,,,,,Reduction in being Critically Hit,0,0
Jewelry,BG,Warlord,Jewelry,0,25,14,15,0,0,0,0,0,87,87,86,+3 AP Per Second,-,-,40,73,0,0,,,,,,,,,,,,,AP Per Second,0,0
Armor,BG,Warlord,Shoulders,858,21,21,31,0,0,0,0,0,0,0,0,+3% Dodge,-,-,40,72,1,0,,,Warlord,,,,,,,,,,Dodge,0,0
Armor,BO,Annihilator,Body,636,12,0,18,0,25,0,0,0,0,0,0,+1% Reduction in being Critically Hit,-,-,35,37,1,0,,,,Annihilator,,,,,,,,,Reduction in being Critically Hit,0,0
Armor,BO,Annihilator,Boots,549,10,13,0,21,0,0,0,0,0,0,0,+2% Dodge,-,-,35,35,1,0,,,,,,,Annihilator,,,,,,Dodge,0,0
Armor,BO,Annihilator,Gloves,549,11,0,14,9,23,0,0,0,0,0,0,-,-,-,35,36,1,0,,,,,Annihilator,,,,,,,,0,0,0
Armor,BO,Annihilator,Helm,636,13,0,0,15,25,0,0,0,0,0,0,+2% Disrupt,-,-,35,38,1,0,,Annihilator,,,,,,,,,,,Disrupt,0,0
Armor,BO,Annihilator,Shoulders,636,12,0,18,0,25,0,0,0,0,0,0,+1% Reduction in being Critically Hit,-,-,35,37,1,0,,,Annihilator,,,,,,,,,,Reduction in being Critically Hit,0,0
