Class,Sets,Number of pieces,Bonus text,,,,,,,,Stat Value,Stat name
BW,Vanquisher,2 pieces,+62 Intelligence,,,,,,,,62,Intelligence
BW,Vanquisher,3 pieces,+68 Wounds,,,,,,,,68,Wounds
BW,Vanquisher,4 pieces,Clarity - Any Ability: 10% chance to reduce the cost of the next ability used within 10 seconds to 0 Action Points,,,,,,,,10,0
BW,Vanquisher,5 pieces,+5% Magic Critical Chance,,,,,,,,5,Magic Critical Chance
BW,Vanquisher,6 pieces,+4% Damage,,,,,,,,4,0
Choppa,Annihilator,2 pieces,+53 Toughness,,,,,,,,53,Toughness
Choppa,Annihilator,3 pieces,+290 Corporeal Resistance,,,,,,,,290,Corporeal Resistance
Choppa,Annihilator,4 pieces,+1 Path of The Skavenslayer Abilities,,,,,,,,1,0
Choppa,Annihilator,5 pieces,+5% Parry,,,,,,,,5,Parry
Choppa,Beastlord,2 pieces,No Bonus,,,,,,,,0,0
Choppa,Beastlord,3 pieces,"+55,0 Weapon Skill",,,,,,,,55,Weapon Skill
Choppa,Beastlord,4 pieces,+60 Strength,,,,,,,,60,Strength
Choppa,Beastlord,5 pieces,+5% Reduced Chance to be Parried,,,,,,,,5,Reduced Chance to be Parried
Choppa,Beastlord,6 pieces,Depleting - On Hit: 10% chance to remove 50 AP from target.,,,,,,,,0,0
Choppa,Bloodlord,2 pieces,"+66,0 Wounds",,,,,,,,66,Wounds
Choppa,Bloodlord,3 pieces,+73 Initiative,,,,,,,,73,Initiative
Choppa,Bloodlord,4 pieces,Boost II – On Hit: 5% chance to increase critical hit rate by 6% for 9 seconds.,,,,,,,,0,0
Choppa,Bloodlord,5 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
Choppa,Bloodlord,6 pieces,Preservation – On Being Hit: 10% chance to increase Wounds,,,,,,,,10,0
Choppa,Bloodlord,7 pieces,"Overwhelming – On Hit: 25% chance to reduce target's Weapon Skill, while increasing your Strength for 10 seconds.",,,,,,,,0,0
Choppa,Conqueror,2 pieces,+57 Strength,,,,,,,,57,Strength
Choppa,Conqueror,3 pieces,+63 Wounds,,,,,,,,63,Wounds
Choppa,Conqueror,4 pieces,+5% Reduced Chance to be Parried,,,,,,,,5,Reduced Chance to be Parried
Choppa,Conqueror,5 pieces,Domination - On Hit: 25% chance to steal 100 Toughness from your target for 10 seconds.,,,,,,,,0,0
Choppa,Conqueror,6 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
Choppa,Dominator,2 pieces,+57 Strength,,,,,,,,57,Strength
Choppa,Dominator,3 pieces,+63 Wounds,,,,,,,,63,Wounds
Choppa,Dominator,4 pieces,+561 Armor,,,,,,,,561,Armor
Choppa,Dominator,5 pieces,Barrier - On Being Hit: 10% chance to form a protective barrier that will absorb up to 183 damage over 5 seconds.,,,,,,,,0,0
Choppa,Dominator,6 pieces,+5% Reduction in being Critically Hit,,,,,,,,5,Reduction in being Critically Hit
Choppa,Genesis Undying,2 pieces,+37 Wounds,,,,,,,,37,Wounds
Choppa,Genesis Undying,3 pieces,+3% Reduced Armor Penetration,,,,,,,,3,Reduced Armor Penetration
Choppa,Genesis Undying,4 pieces,+37 Toughness,,,,,,,,37,Toughness
Choppa,Genesis Undying,5 pieces,+3% Reduction in being Critically Hit,,,,,,,,3,Reduction in being Critically Hit
Choppa,Genesis Warrior,2 pieces,+37 Strength,,,,,,,,37,Strength
Choppa,Genesis Warrior,3 pieces,+3% Reduced Chance to be Parried,,,,,,,,3,Reduced Chance to be Parried
Choppa,Genesis Warrior,4 pieces,+37 Weapon Skill,,,,,,,,37,Weapon Skill
Choppa,Genesis Warrior,5 pieces,+3% Melee Critical Chance,,,,,,,,3,Melee Critical Chance
Choppa,Imperator,2 pieces,+61 Initiative,,,,,,,,61,Initiative
Choppa,Invader,2 pieces,"+66,0 Strength",,,,,,,,66,Strength
Choppa,Invader,3 pieces,+73 Wounds,,,,,,,,73,Wounds
Choppa,Invader,4 pieces,+5% Reduced Chance to be Parried,,,,,,,,5,Reduced Chance to be Parried
Choppa,Invader,5 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
Choppa,Invader,6 pieces,Red Frenzy - On Critical Hit: 10% chance to increase your auto attack damage by 25% for 5 seconds.,,,,,,,,0,0
Choppa,Invader,7 pieces,"Overwhelm - While you are Berserk, all of your attacks will ignore 20% of your enemies armor.",,,,,,,,20,0
Choppa,Mercenary,2 pieces,+53 Strength,,,,,,,,53,Strength
Choppa,Mercenary,3 pieces,+290 Corporeal Resistance,,,,,,,,290,Corporeal Resistance
Choppa,Mercenary,4 pieces,+1 Path of The Giantslayer Abilities,,,,,,,,1,0
Choppa,Mercenary,5 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
Choppa,Onslaught,2 pieces,+58 Wounds,,,,,,,,58,Wounds
Choppa,Onslaught,3 pieces,+64 Strength,,,,,,,,64,Strength
Choppa,Onslaught,4 pieces,Preservation - On Being Hit: 10% chance to increase Wounds by 80 for 20 seconds.,,,,,,,,0,0
Choppa,Onslaught,5 pieces,+5% Disrupt,,,,,,,,5,Disrupt
Choppa,Oppressor,2 pieces,+62 Strength,,,,,,,,62,Strength
Choppa,Oppressor,3 pieces,+68 Wounds,,,,,,,,68,Wounds
Choppa,Oppressor,4 pieces,"Endure - On Being Hit: 15% chance to reduce attackers Strength, Balistic Skill and Intelligence by 110, while increasing your Initiative by 110 for 10 seconds.",,,,,,,,0,0
Choppa,Oppressor,5 pieces,+5% Reduction in being Critically Hit,,,,,,,,5,Reduction in being Critically Hit
Choppa,Oppressor,6 pieces,+4% Damage Reduction,,,,,,,,4,0
Choppa,Overlord,2 pieces,+61 wounds,,,,,,,,61,Wounds
Choppa,Rare Fortune,2 pieces,+54 Initiative,,,,,,,,54,Initiative
Choppa,Rare Fortune,3 pieces,+59 Strength,,,,,,,,59,Strength
Choppa,Rare Fortune,4 pieces,Domination - On Hit: 25% chance to steal 88 Toughness from your target for 10 seconds.,,,,,,,,0,0
Choppa,Rare Fortune,5 pieces,+5% Reduced Chance to be Parried,,,,,,,,5,Reduced Chance to be Parried
Choppa,Redeye,2 pieces,+3% Reduction in being Critically Hit,,,,,,,,3,Reduction in being Critically Hit
Choppa,Redeye,3 pieces,+59 Strength,,,,,,,,59,Strength
Choppa,Redeye,4 pieces,+64 Weapon Skill,,,,,,,,64,Weapon Skill
Choppa,Redeye,5 pieces,+25% Auto Attack Haste,,,,,,,,25,Auto Attack Haste
Choppa,Redeye,6 pieces,+74 Wounds,,,,,,,,74,Wounds
Choppa,Sentinel,2 pieces,+58 Strength,,,,,,,,58,Strength
Choppa,Sentinel,3 pieces,+64 Wounds,,,,,,,,64,Wounds
Choppa,Sentinel,4 pieces,+70 Initiative,,,,,,,,70,Initiative
Choppa,Sentinel,5 pieces,Arise - On Attacking Target or Being Hit: 10% chance to resist Stuns an Knockbacks by 33% for 15 seconds.,,,,,,,,0,0
Choppa,Sentinel,6 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
Choppa,Sentinel,7 pieces,Loose Cannon - Cooldown of Break Loose reduced by 20 seconds.,,,,,,,,20,0
Choppa,The Winds,2 pieces,+25 Initiative,,,,,,,,25,Initiative
Choppa,The Winds,3 pieces,+210 Armor,,,,,,,,210,Armor
Choppa,Vanquisher,2 pieces,+62 Strength,,,,,,,,62,Strength
Choppa,Vanquisher,3 pieces,+68 Wounds,,,,,,,,68,Wounds
Choppa,Vanquisher,4 pieces,Vicious Strikes - On Hit: 15% chance to reduce target's Toughness by 110 while increasing your own Weaponskill by 110 for 10 seconds.,,,,,,,,0,0
Choppa,Vanquisher,5 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
Choppa,Vanquisher,6 pieces,+4% Damage,,,,,,,,4,0
Chosen,Annihilator,2 pieces,+53 Toughness,,,,,,,,53,Toughness
Chosen,Annihilator,3 pieces,+290 Elemental Resistance,,,,,,,,290,Elemental Resistance
Chosen,Annihilator,4 pieces,+1 Path of Discord Abilities,,,,,,,,1,0
Chosen,Annihilator,5 pieces,+5% Parry,,,,,,,,5,Parry
Chosen,Beastlord,2 pieces,No Bonus,,,,,,,,0,0
Chosen,Beastlord,3 pieces,"+55,0 Weapon Skill",,,,,,,,55,Weapon Skill
Chosen,Beastlord,4 pieces,+60 Strength,,,,,,,,60,Strength
Chosen,Beastlord,5 pieces,+5% Parry,,,,,,,,5,Parry
Chosen,Beastlord,6 pieces,Corrosion - On Hit: 10% chance to lower all of target's Armor by 960 for 10 seconds.,,,,,,,,0,0
Chosen,Bloodlord,2 pieces,"+66,0 Wounds",,,,,,,,66,Wounds
Chosen,Bloodlord,3 pieces,+73 Strength,,,,,,,,73,Strength
Chosen,Bloodlord,4 pieces,Boost II – On Hit: 5% chance to increase critical hit rate by 6% for 9 seconds.,,,,,,,,0,0
Chosen,Bloodlord,5 pieces,+5% Parry,,,,,,,,5,Parry
Chosen,Bloodlord,6 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
Chosen,Bloodlord,7 pieces,"Reactionary – On Defense: 25% chance to increase Parry, Evade and Disrupt by 10% for 10 seconds.",,,,,,,,0,0
Chosen,Conqueror,2 pieces,+57 Toughness,,,,,,,,57,Toughness
Chosen,Conqueror,3 pieces,+63 Wounds,,,,,,,,63,Wounds
Chosen,Conqueror,4 pieces,+5% Reduction in being Critically Hit,,,,,,,,5,Reduction in being Critically Hit
Chosen,Conqueror,5 pieces,Preservation - On Being Hit: 10% chance to increase Wounds by 100 for 20 seconds.,,,,,,,,0,0
Chosen,Conqueror,6 pieces,+5% Block,,,,,,,,5,Block
Chosen,Dominator,2 pieces,+57 Strength,,,,,,,,57,Strength
Chosen,Dominator,3 pieces,+63 Wounds,,,,,,,,63,Wounds
Chosen,Dominator,4 pieces,+5% Reduced chance to be Parried,,,,,,,,5,Reduced Chance to be Parried
Chosen,Dominator,5 pieces,Aggravation - On Hit: 10% chance to Taunt target.,,,,,,,,10,0
Chosen,Dominator,6 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
Chosen,Genesis Everlasting,2 pieces,+37 Toughness,,,,,,,,37,Toughness
Chosen,Genesis Everlasting,3 pieces,+3% Reduction in being Critically Hit,,,,,,,,3,Reduction in being Critically Hit
Chosen,Genesis Everlasting,4 pieces,+3% Reduced Armor Penetration,,,,,,,,3,Reduced Armor Penetration
Chosen,Genesis Everlasting,5 pieces,+60 Hit Points every four seconds,,,,,,,,60,Hit Points Every four Seconds
Chosen,Genesis Undying,2 pieces,+37 Wounds,,,,,,,,37,Wounds
Chosen,Genesis Undying,3 pieces,+3% Reduced Armor Penetration,,,,,,,,3,Reduced Armor Penetration
Chosen,Genesis Undying,4 pieces,+37 Toughness,,,,,,,,37,Toughness
Chosen,Genesis Undying,5 pieces,+3% Reduction in being Critically Hit,,,,,,,,3,Reduction in being Critically Hit
Chosen,Genesis Warrior,2 pieces,+37 Strength,,,,,,,,37,Strength
Chosen,Genesis Warrior,3 pieces,+3% Reduced Chance to be Parried,,,,,,,,3,Reduced Chance to be Parried
Chosen,Genesis Warrior,4 pieces,+37 Weapon Skill,,,,,,,,37,Weapon Skill
Chosen,Genesis Warrior,5 pieces,+3% Melee Critical Chance,,,,,,,,3,Melee Critical Chance
Chosen,Imperator,2 pieces,+61 Initiative,,,,,,,,61,Initiative
Chosen,Invader,2 pieces,"+66,0 Strength",,,,,,,,66,Strength
Chosen,Invader,3 pieces,+73 Wounds,,,,,,,,73,Wounds
Chosen,Invader,4 pieces,+80 Toughness,,,,,,,,80,Toughness
Chosen,Invader,5 pieces,+5% Block,,,,,,,,5,Block
Chosen,Invader,6 pieces,Mending Wounds - On Block: 10% chance to restore 500 Health Points and gain 50 Action Points,,,,,,,,0,0
Chosen,Invader,7 pieces,"Shield Spikes - Each time you block an attack, low damage is dealt back to them and reduce their outgoing damage by 5%.",,,,,,,,5,0
Chosen,Mercenary,2 pieces,+53 Strength,,,,,,,,53,Strength
Chosen,Mercenary,3 pieces,+290 Elemental Resistance,,,,,,,,290,Elemental Resistance
Chosen,Mercenary,4 pieces,+1 Path of Dread Abilities,,,,,,,,1,0
Chosen,Mercenary,5 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
Chosen,Onslaught,2 pieces,+58 Wounds,,,,,,,,58,Wounds
Chosen,Onslaught,3 pieces,+64 Strength,,,,,,,,64,Strength
Chosen,Onslaught,4 pieces,Pilfer - On Being Hit: 10% chance to steal 112 health from your attacker.,,,,,,,,0,0
Chosen,Onslaught,5 pieces,+5% Block,,,,,,,,5,Block
Chosen,Oppressor,2 pieces,+62 Strength,,,,,,,,62,Strength
Chosen,Oppressor,3 pieces,+68 Wounds,,,,,,,,68,Wounds
Chosen,Oppressor,4 pieces,Aggression - On Attacking target: 10% chance to increase outgoing damage by 1% for 15 seconds. Stacks up to 5 times.,,,,,,,,0,0
Chosen,Oppressor,5 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
Chosen,Oppressor,6 pieces,+5% Critical Damage,,,,,,,,5,Critical Damage
Chosen,Overlord,2 pieces,+61 wounds,,,,,,,,61,Wounds
Chosen,Rare Fortune,2 pieces,+54 Initiative,,,,,,,,54,Initiative
Chosen,Rare Fortune,3 pieces,+59 Strength,,,,,,,,59,Strength
Chosen,Rare Fortune,4 pieces,Barrier - On Being Hit: 10% chance to form a protective barrier that will absord up to 163 damage over 5 seconds.,,,,,,,,0,0
Chosen,Rare Fortune,5 pieces,+5% Block,,,,,,,,5,Block
Chosen,Redeye,2 pieces,+3% Reduction in being Critically Hit,,,,,,,,3,Reduction in being Critically Hit
Chosen,Redeye,3 pieces,+720 Armor,,,,,,,,720,Armor
Chosen,Redeye,4 pieces,+64 Strength,,,,,,,,64,Strength
Chosen,Redeye,5 pieces,+69 Toughness,,,,,,,,69,Toughness
Chosen,Redeye,6 pieces,Corrosion - On Hit: 10% chance to lower target's Armor by 1080 for 10 seconds.,,,,,,,,0,0
Chosen,Sentinel,2 pieces,+58 Strength,,,,,,,,58,Strength
Chosen,Sentinel,3 pieces,+64 Wounds,,,,,,,,64,Wounds
Chosen,Sentinel,4 pieces,+70 Initiative,,,,,,,,70,Initiative
Chosen,Sentinel,5 pieces,Unconstrained - On Causing Single Target Damage: 10% chance to be immune from roots and snares for the next 5 seconds.,,,,,,,,0,0
Chosen,Sentinel,6 pieces,+5% Parry,,,,,,,,5,Parry
Chosen,Sentinel,7 pieces,Red Mist - Cooldown of Taunt reduced by 5 seconds.,,,,,,,,5,0
Chosen,The Winds,2 pieces,+25 Initiative,,,,,,,,25,Initiative
Chosen,The Winds,3 pieces,+210 Armor,,,,,,,,210,Armor
Chosen,Vanquisher,2 pieces,+62 Toughness,,,,,,,,62,Toughness
Chosen,Vanquisher,3 pieces,+68 Wounds,,,,,,,,68,Wounds
Chosen,Vanquisher,4 pieces,"Active Defences - On Attacking target: 10% chance to increase Parry, Block, Disrupt and Dodge by 7% for 10 seconds.",,,,,,,,0,0
Chosen,Vanquisher,5 pieces,+5% Block,,,,,,,,5,Block
Chosen,Vanquisher,6 pieces,Bulwarking Presence - On Being Hit: 10% chance to reduce the damage being taken by your group within 30ft by 3% for 10 seconds.,,,,,,,,0,0
DoK,Annihilator,2 pieces,+53 Willpower,,,,,,,,53,Willpower
DoK,Annihilator,3 pieces,+290 Corporeal Resistance,,,,,,,,290,Corporeal Resistance
DoK,Annihilator,4 pieces,+1 Path of Dark Rites Abilities,,,,,,,,1,0
DoK,Annihilator,5 pieces,+5% Healing Critical Chance,,,,,,,,5,Healing Critical Chance
DoK,Beastlord,2 pieces,No Bonus,,,,,,,,0,0
DoK,Beastlord,3 pieces,"+55,0 Weapon Skill",,,,,,,,55,Weapon Skill
DoK,Beastlord,4 pieces,+60 Strength,,,,,,,,60,Strength
DoK,Beastlord,5 pieces,+5% Block,,,,,,,,5,Block
DoK,Beastlord,6 pieces,Martyr - On Being Hit: 10% chance to heal group for 468 health over 9 seconds.,,,,,,,,0,0
DoK,Bloodlord,2 pieces,"+66,0 Weapon Skill",,,,,,,,66,Weapon Skill
DoK,Bloodlord,3 pieces,+73 Wounds,,,,,,,,73,Wounds
DoK,Bloodlord,4 pieces,Boost II – On Hit: 5% chance to increase critical hit rate by 6% for 9 seconds.,,,,,,,,0,0
DoK,Bloodlord,5 pieces,+87 Strength,,,,,,,,87,Strength
DoK,Bloodlord,6 pieces,"Vicious Strikes – On Hit: 15% chance to reduce target's Toughness by 110, while increasing your Weaponskill by 110 for 10 seconds.",,,,,,,,0,0
DoK,Bloodlord,7 pieces,Dissolve VII – On Hit: 10% chance to reduce target's armor by 700 for 6 seconds.,,,,,,,,0,0
DoK,Conqueror,2 pieces,+57 Willpower,,,,,,,,57,Willpower
DoK,Conqueror,3 pieces,+63 Toughness,,,,,,,,63,Toughness
DoK,Conqueror,4 pieces,+69 Wounds,,,,,,,,69,Wounds
DoK,Conqueror,5 pieces,Reactionary - On defense: 25% chance to increase Parry  Evade and Disrupt by 10% for 10 seconds.,,,,,,,,0,0
DoK,Conqueror,6 pieces,+5% Healing Critical Chance,,,,,,,,5,Healing Critical Chance
DoK,Dominator,2 pieces,+57 Strength,,,,,,,,57,Strength
DoK,Dominator,3 pieces,+63 Wounds,,,,,,,,63,Wounds
DoK,Dominator,4 pieces,+5% Reduced Chance to be Parried,,,,,,,,5,Reduced Chance to be Parried
DoK,Dominator,5 pieces,Domination - On Hit: 25% chance to steal 100 toughness from your target for 10 seconds ,,,,,,,,0,0
DoK,Dominator,6 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
DoK,Genesis Curative,2 pieces,+37 Willpower,,,,,,,,37,Willpower
DoK,Genesis Curative,3 pieces,+3% Reduction in being Critically Hit,,,,,,,,3,Reduction in being Critically Hit
DoK,Genesis Curative,4 pieces,+3% Reduced Armor Penetration,,,,,,,,3,Reduced Armor Penetration
DoK,Genesis Curative,5 pieces,+3% Healing Critical Chance,,,,,,,,3,Healing Critical Chance
DoK,Genesis Undying,2 pieces,+37 Wounds,,,,,,,,37,Wounds
DoK,Genesis Undying,3 pieces,+3% Reduced Armor Penetration,,,,,,,,3,Reduced Armor Penetration
DoK,Genesis Undying,4 pieces,+37 Toughness,,,,,,,,37,Toughness
DoK,Genesis Undying,5 pieces,+3% Reduction in being Critically Hit,,,,,,,,3,Reduction in being Critically Hit
DoK,Genesis Warrior,2 pieces,+37 Strength,,,,,,,,37,Strength
DoK,Genesis Warrior,3 pieces,+3% Reduced Chance to be Parried,,,,,,,,3,Reduced Chance to be Parried
DoK,Genesis Warrior,4 pieces,+37 Weapon Skill,,,,,,,,37,Weapon Skill
DoK,Genesis Warrior,5 pieces,+3% Melee Critical Chance,,,,,,,,3,Melee Critical Chance
DoK,Imperator,2 pieces,+61 Initiative,,,,,,,,61,Initiative
DoK,Invader,2 pieces,"+66,0 Willpower",,,,,,,,66,Willpower
DoK,Invader,3 pieces,+73 Wounds,,,,,,,,73,Wounds
DoK,Invader,4 pieces,+80 Toughness,,,,,,,,80,Toughness
DoK,Invader,5 pieces,+5% Healing Critical Chance,,,,,,,,5,Healing Critical Chance
DoK,Invader,6 pieces,"Absolve l - On Direct Heal: 5% chance to remove a Hex, Curse or Ailment from your heal target.",,,,,,,,5,0
DoK,Invader,7 pieces,Power of Blood - All your Path of Dark Rites abilities have 10% chance to increase the power of your heals by 12% for 10 seconds.,,,,,,,,0,0
DoK,Mercenary,2 pieces,+53 Strength,,,,,,,,53,Strength
DoK,Mercenary,3 pieces,+472 Armor,,,,,,,,472,Armor
DoK,Mercenary,4 pieces,+1 Path of Torture Abilities,,,,,,,,1,0
DoK,Mercenary,5 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
DoK,Onslaught,2 pieces,+58 Willpower,,,,,,,,58,Willpower
DoK,Onslaught,3 pieces,+64 Wounds,,,,,,,,64,Wounds
DoK,Onslaught,4 pieces,On Heal: 10% chance to recover 45 Righteous Fury over 3 seconds.,,,,,,,,0,0
DoK,Onslaught,5 pieces,+5% Healing Critical Chance,,,,,,,,5,Healing Critical Chance
DoK,Oppressor,2 pieces,+62 Strength,,,,,,,,62,Strength
DoK,Oppressor,3 pieces,+68 Wounds,,,,,,,,68,Wounds
DoK,Oppressor,4 pieces,Endure - On Being hit: 15% chance to reduce attackers Strength  Ballistic Skill and Intelligence by 110 while increasing your Initiative by 110 for 10 seconds,,,,,,,,0,0
DoK,Oppressor,5 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
DoK,Oppressor,6 pieces,+4% Damage,,,,,,,,4,0
DoK,Overlord,2 pieces,+61 wounds,,,,,,,,61,Wounds
DoK,Rare Fortune,2 pieces,+54 Initiative,,,,,,,,54,Initiative
DoK,Rare Fortune,3 pieces,+59 Willpower,,,,,,,,59,Willpower
DoK,Rare Fortune,4 pieces,Martyr - On Being Hit: 10% chance to heal group for 488 health over 9 seconds .,,,,,,,,0,0
DoK,Rare Fortune,5 pieces,+5% Healing Critical Chance,,,,,,,,5,Healing Critical Chance
DoK,Redeye,2 pieces,+3% Reduction in being Critically hit,,,,,,,,3,Reduction in being Critically Hit
DoK,Redeye,3 pieces,+59 Willpower,,,,,,,,59,Willpower
DoK,Redeye,4 pieces,+264 Armor,,,,,,,,264,Armor
DoK,Redeye,5 pieces,Caretaker - On Hit: 10% chance to heal defensive target for 245 health,,,,,,,,0,0
DoK,Redeye,6 pieces,+5% Healing Critical Chance,,,,,,,,5,Healing Critical Chance
DoK,Sentinel,2 pieces,+58 Strength,,,,,,,,58,Strength
DoK,Sentinel,3 pieces,+64 Initiative,,,,,,,,64,Initiative
DoK,Sentinel,4 pieces,+70 Wounds,,,,,,,,70,Wounds
DoK,Sentinel,5 pieces,Arise - On attacking Target or Being hit: 10% chance to resist Stuns and Knockdowns by 25% for 15 seconds.,,,,,,,,0,0
DoK,Sentinel,6 pieces,+5% Block,,,,,,,,5,Block
DoK,Sentinel,7 pieces,Penetrating Vision - Cooldown of Terrifying vision reduced by 5 seconds.,,,,,,,,5,0
DoK,The Winds,2 pieces,+25 Initiative,,,,,,,,25,Initiative
DoK,The Winds,3 pieces,+210 Armor,,,,,,,,210,Armor
DoK,Vanquisher,2 pieces,+62 Willpower,,,,,,,,62,Willpower
DoK,Vanquisher,3 pieces,+68 Wounds,,,,,,,,68,Wounds
DoK,Vanquisher,4 pieces,Imperative Spirit - On Heal: 10% chance to recover 15 Career Resources over 3 seconds.,,,,,,,,0,0
DoK,Vanquisher,5 pieces,+5% Healing Critical Chance,,,,,,,,5,Healing Critical Chance
DoK,Vanquisher,6 pieces,Increased Impetus - On Attacking Target or Direct Heal Dealt: 5% chance to reduce build times by 25% for 5 seconds.,,,,,,,,0,0
Engi,Annihilator,2 pieces,+53 Strength,,,,,,,,53,Strength
Engi,Annihilator,3 pieces,+58 Initiative,,,,,,,,58,Initiative
Engi,Annihilator,4 pieces,+1 Path of Suffering Abilities,,,,,,,,1,0
Engi,Annihilator,5 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
Engi,Beastlord,2 pieces,No Bonus,,,,,,,,0,0
Engi,Beastlord,3 pieces,"+55,0 Weapon Skill",,,,,,,,55,Weapon Skill
Engi,Beastlord,4 pieces,+60 Ballistic Skill,,,,,,,,60,Ballistic skill
Engi,Beastlord,5 pieces,+5% Reduced chance to be Dodged,,,,,,,,5,Reduced Chance to be Dodged
Engi,Beastlord,6 pieces,Marked - On Hit: 25% chance to reduce target's Initiative by 84 while increasing your Ballistic Skill by 84 for 10 seconds.,,,,,,,,0,0
Engi,Bloodlord,2 pieces,"+66,0 Wounds",,,,,,,,66,Wounds
Engi,Bloodlord,3 pieces,+73 Weapon Skill,,,,,,,,73,Weapon Skill
Engi,Bloodlord,4 pieces,Boost II – On Hit: 5% chance to increase critical hit rate by 6% for 9 seconds.,,,,,,,,0,0
Engi,Bloodlord,5 pieces,+87 Ballistic Skill,,,,,,,,87,Ballistic skill
Engi,Bloodlord,6 pieces,+5% Ranged Critical Chance,,,,,,,,5,Ranged Critical Chance
Engi,Bloodlord,7 pieces,Dissolve IX – On Hit: 10% chance to reduce target's armor by 800 for 6 seconds.,,,,,,,,0,0
Engi,Conqueror,2 pieces,+57 Ballistic Skill,,,,,,,,57,Ballistic skill
Engi,Conqueror,3 pieces,+63 Toughness,,,,,,,,63,Toughness
Engi,Conqueror,4 pieces,+69 Weapon Skill,,,,,,,,69,Weapon Skill
Engi,Conqueror,5 pieces,Marked - On Hit: 25% chance to reduce target's Initiative by 100 while increasing your Ballistic Skill by 100 for 10 seconds.,,,,,,,,0,0
Engi,Conqueror,6 pieces,+5% Ranged Critical Chance,,,,,,,,5,Ranged Critical Chance
Engi,Dominator,2 pieces,+57 Toughness,,,,,,,,57,Toughness
Engi,Dominator,3 pieces,+63 Ballistic Skill,,,,,,,,63,Ballistic skill
Engi,Dominator,4 pieces,+280 Armor,,,,,,,,280,Armor
Engi,Dominator,5 pieces,Barrier - On Being Hit: 10% chance to form a protective barrier that will absorb up to 183 damage over 5 seconds.,,,,,,,,0,0
Engi,Dominator,6 pieces,+5% Reduction in being Critically Hit,,,,,,,,5,Reduction in being Critically Hit
